CustomerID,Age,Gender,Income,Tenure,ProductType,SupportCalls,ChurnStatus
CUST0000,1.0599161514211102,0,1.5542001718503418,-0.4148473825773316,0,-1.4055135761614166,0
CUST0001,1.747115182592754,0,-0.8088485692304708,0.3833746289788313,1,0.3629046916789566,0
CUST0002,0.16655741089797294,1,1.5103848804015456,-1.2130693941334945,0,1.0260615421190964,0
CUST0003,-0.7955212327423284,1,0.6568772518542619,-1.6121803999115758,1,1.247113825599143,0
CUST0004,1.1286360545382745,0,0.35134065503826567,-0.4148473825773316,1,-0.52130444224123,0
CUST0005,-1.2765605545624792,1,0.10394455819933057,0.7824856347569129,1,1.247113825599143,0
CUST0006,-0.38320181403934206,1,0.6619661358785124,0.3833746289788313,0,-0.52130444224123,0
CUST0007,0.8537564420696169,1,-1.5996865910191105,-1.6121803999115758,0,-0.52130444224123,1
CUST0008,-0.5206416202736709,0,-0.4937194260287623,-1.6121803999115758,0,-0.07919987528113662,0
CUST0009,-0.24576200780501337,1,0.8647836086650137,1.1815966405349945,0,3.1260582351795394,0
CUST0010,-1.070400845210986,0,-0.9692756380949659,-0.4148473825773316,0,-1.1844612926813698,0
CUST0011,-1.070400845210986,0,0.8208665395357324,-0.015736376799250155,0,-0.52130444224123,0
CUST0012,-0.03960229845352021,1,0.5452780252024498,-0.015736376799250155,0,-0.9634090092013232,0
CUST0013,0.6475967327181238,1,-1.4131281026900893,1.1815966405349945,0,-1.4055135761614166,0
CUST0014,0.9224763451867812,1,-0.014969939237341572,0.7824856347569129,0,3.1260582351795394,0
CUST0015,-0.177042104687849,0,-1.0690940982306383,-1.2130693941334945,1,0.3629046916789566,1
CUST0016,-1.620160070148301,1,-1.3459293891498623,-0.4148473825773316,0,-0.7423567257212766,0
CUST0017,-0.3144819109221777,1,-0.11441945528125577,-1.6121803999115758,0,0.5839569751590031,0
CUST0018,-1.6888799732654654,1,-0.23059867755489333,1.5807076463130758,0,0.14185240819891,0
